room_id,survey_id,host_id,room_type,city,reviews,overall_satisfaction,accommodates,bedrooms,price
6715120,1498,35157681,Entire home/apt,Asheville,37,4.5,4,2,160
19620931,1498,98078269,Entire home/apt,Asheville,0,0,2,1,179
3655370,1498,614610,Entire home/apt,Asheville,8,4.5,4,2,149
13684589,1498,79691715,Entire home/apt,Asheville,0,0,6,2,175
3893957,1498,20153731,Entire home/apt,Asheville,11,5,5,3,175
7543799,1498,39527624,Entire home/apt,Asheville,127,5,2,1,88
19188026,1498,47057344,Entire home/apt,Asheville,3,4.5,3,0,91
15422307,1498,98830727,Entire home/apt,Asheville,94,5,3,1,83
12918380,1498,70859007,Entire home/apt,Asheville,31,5,3,1,98
12186372,1498,22215473,Entire home/apt,Asheville,165,5,2,1,89
18422959,1498,127670039,Entire home/apt,Asheville,17,5,4,2,85
18970578,1498,132312496,Entire home/apt,Asheville,4,5,2,0,100
5354494,1498,27754937,Entire home/apt,Asheville,103,4.5,4,2,95
1198090,1498,6559591,Entire home/apt,Asheville,24,5,2,1,85
17697321,1498,93554832,Entire home/apt,Asheville,22,5,2,1,95
13333422,1498,75476230,Entire home/apt,Asheville,29,5,3,1,100
18837674,1498,34304636,Entire home/apt,Asheville,26,5,4,0,99
18326331,1498,122737930,Entire home/apt,Asheville,6,5,2,0,85
10085566,1498,29820165,Entire home/apt,Asheville,3,4.5,2,0,65
18472679,1498,128122319,Entire home/apt,Asheville,1,0,2,1,74
1312301,1498,7130739,Entire home/apt,Asheville,60,4.5,2,1,65
15321136,1498,72717376,Entire home/apt,Asheville,18,5,4,2,69
15953382,1498,30532506,Entire home/apt,Asheville,9,4.5,4,0,76
16602746,1498,71564543,Entire home/apt,Asheville,13,5,6,2,79
13426466,1498,76545940,Entire home/apt,Asheville,12,5,2,0,75
14874362,1498,44879974,Entire home/apt,Asheville,21,5,2,0,80
19246829,1498,134763454,Entire home/apt,Asheville,0,0,1,2,75
751963,1498,3920284,Entire home/apt,Asheville,31,5,6,2,65
15805048,1498,5162286,Entire home/apt,Asheville,28,4.5,5,2,80
6869926,1498,25041828,Entire home/apt,Asheville,125,5,2,1,75
1571095,1498,8345942,Entire home/apt,Asheville,22,5,2,0,75
1297717,1498,614610,Entire home/apt,Asheville,85,4.5,3,1,67
9442229,1498,12574134,Entire home/apt,Asheville,164,5,3,1,80
5506704,1498,28561358,Entire home/apt,Asheville,49,5,3,0,75
4764715,1498,3441402,Entire home/apt,Asheville,194,5,2,1,80
15886048,1498,8625251,Entire home/apt,Asheville,21,5,2,1,79
17787933,1498,12844896,Entire home/apt,Asheville,12,5,4,1,72
1212352,1498,6618494,Entire home/apt,Asheville,152,5,4,1,79
18078208,1498,17000786,Entire home/apt,Asheville,14,4.5,4,1,80
353092,1498,1788071,Entire home/apt,Asheville,338,5,4,1,72
13170678,1498,73538405,Entire home/apt,Asheville,68,5,4,2,80
14334104,1498,52167435,Entire home/apt,Asheville,26,5,4,1,71
17587855,1498,4436576,Entire home/apt,Asheville,16,5,2,1,79
17653835,1498,35987403,Entire home/apt,Asheville,16,5,2,0,60
18322753,1498,101091518,Entire home/apt,Asheville,15,5,4,1,79
11545230,1498,60921853,Entire home/apt,Asheville,84,4.5,5,2,74
6603955,1498,11903858,Entire home/apt,Asheville,65,5,6,2,69
7383921,1498,7423245,Entire home/apt,Asheville,3,5,3,1,73
13136198,1498,71564543,Entire home/apt,Asheville,69,5,4,1,77
15788106,1498,102127332,Entire home/apt,Asheville,20,5,4,2,80
1332684,1498,2799158,Entire home/apt,Asheville,266,4.5,3,1,68
15718256,1498,5230460,Entire home/apt,Asheville,42,4.5,4,1,80
18151750,1498,36948751,Entire home/apt,Asheville,43,5,2,1,75
15844353,1498,739976,Entire home/apt,Asheville,29,4.5,2,1,69
3986614,1498,5656896,Entire home/apt,Asheville,108,5,4,1,70
13372056,1498,18599073,Entire home/apt,Asheville,76,5,4,1,79
17364692,1498,4314310,Entire home/apt,Asheville,43,5,4,1,68
1578831,1498,6618494,Entire home/apt,Asheville,127,4.5,2,1,71
15874312,1498,714507,Entire home/apt,Asheville,7,4.5,6,3,77
8841337,1498,46300912,Entire home/apt,Asheville,58,5,2,1,70
12068190,1498,34112754,Entire home/apt,Asheville,110,5,2,0,68
19032051,1498,119642196,Entire home/apt,Asheville,9,5,4,1,75
660702,1498,3335271,Entire home/apt,Asheville,101,4.5,4,1,75
273534,1498,1178227,Entire home/apt,Asheville,112,5,2,1,68
17649947,1498,71857225,Entire home/apt,Asheville,21,5,2,0,74
7853605,1498,2707302,Entire home/apt,Asheville,97,5,2,1,75
8362668,1498,23163164,Entire home/apt,Asheville,129,5,4,1,70
4394670,1498,22813406,Entire home/apt,Asheville,83,5,4,1,52
17153307,1498,29622653,Entire home/apt,Asheville,0,0,2,1,50
4448604,1498,5656896,Entire home/apt,Asheville,115,5,4,1,49
4394761,1498,20447538,Entire home/apt,Asheville,96,5,4,1,51
18992152,1498,4148982,Entire home/apt,Asheville,2,0,3,0,59
14203513,1498,3578821,Entire home/apt,Asheville,67,5,3,1,55
17892316,1498,23586085,Entire home/apt,Asheville,24,5,3,2,57
8304698,1498,43785888,Entire home/apt,Asheville,131,5,1,0,54
19406211,1498,47709386,Entire home/apt,Asheville,1,0,2,0,49
19622621,1498,121394080,Entire home/apt,Asheville,1,0,3,1,42
19194972,1498,36222316,Entire home/apt,Asheville,10,5,2,1,55
19050500,1498,28404139,Entire home/apt,Asheville,10,5,3,1,47
295496,1498,1501882,Entire home/apt,Asheville,26,4.5,2,1,37
19359928,1498,40736636,Entire home/apt,Asheville,2,0,2,0,39
14466206,1498,21655384,Private room,Asheville,11,5,6,2,87
17924964,1498,375717,Private room,Asheville,6,5,4,1,75
17591050,1498,119510171,Private room,Asheville,38,5,4,1,69
15236207,1498,96860672,Private room,Asheville,8,5,3,2,50
1574329,1498,3736218,Private room,Asheville,1,0,2,1,129
10583310,1498,43095235,Private room,Asheville,17,5,2,1,127
18404153,1498,96305927,Private room,Asheville,9,4.5,4,1,85
13224612,1498,59215839,Private room,Asheville,5,4.5,2,1,85
2411109,1498,7535860,Private room,Asheville,391,5,2,1,88
7556089,1498,37942362,Private room,Asheville,31,5,3,2,83
18471514,1498,7765711,Private room,Asheville,5,5,5,2,90
1219374,1498,1286364,Private room,Asheville,40,5,5,3,85
5114762,1498,21362898,Private room,Asheville,214,5,5,2,95
15701324,1498,4782147,Private room,Asheville,35,5,2,1,95
12600829,1498,487495,Private room,Asheville,55,4.5,5,2,90
15327549,1498,70854260,Private room,Asheville,12,5,2,1,80
17039544,1498,114343280,Private room,Asheville,1,0,2,1,80
18149094,1498,124832793,Private room,Asheville,18,5,2,1,79
7676458,1498,40309465,Private room,Asheville,10,4.5,2,1,75
11553531,1498,48937991,Private room,Asheville,35,5,2,1,75
17697704,1498,120576549,Private room,Asheville,2,0,2,1,75
13779774,1498,4195893,Private room,Asheville,14,4.5,2,1,80
14884461,1498,34480315,Private room,Asheville,29,5,2,1,70
15419328,1498,61098873,Private room,Asheville,4,5,2,1,79
18405483,1498,96305927,Private room,Asheville,8,5,4,1,70
17206606,1498,64607524,Private room,Asheville,8,4.5,2,1,75
4129119,1498,21420468,Private room,Asheville,216,5,2,1,72
1116718,1498,6128731,Private room,Asheville,35,4.5,4,1,75
6276575,1498,10563672,Private room,Asheville,34,5,2,1,68
19488765,1498,111139610,Private room,Asheville,0,0,2,1,70
17763081,1498,120576549,Private room,Asheville,1,0,3,1,75
17653810,1498,120124735,Private room,Asheville,10,5,2,1,70
18021723,1498,39080349,Private room,Asheville,6,4.5,2,1,64
6170347,1498,32013434,Private room,Asheville,115,5,2,1,62
11842218,1498,59243961,Private room,Asheville,73,5,2,1,80
10232448,1498,6773853,Private room,Asheville,124,5,2,1,65
5532718,1498,1994122,Private room,Asheville,99,5,2,1,69
3403609,1498,17164920,Private room,Asheville,159,5,2,1,78
3563156,1498,653292,Private room,Asheville,10,5,2,1,55
18895583,1498,30561048,Private room,Asheville,5,4,2,1,60
14466985,1498,89153937,Private room,Asheville,73,4.5,2,1,42
19874293,1498,13773642,Private room,Asheville,0,0,2,1,53
17251841,1498,40593086,Private room,Asheville,8,4.5,4,2,55
13674901,1498,57323381,Private room,Asheville,39,5,2,1,55
17512161,1498,56721223,Private room,Asheville,9,5,2,1,34
16193923,1498,8305724,Private room,Asheville,48,5,2,1,39
17647641,1498,1786031,Private room,Asheville,0,0,2,1,329
17638102,1498,1786031,Private room,Asheville,0,0,2,1,209
17638362,1498,1786031,Private room,Asheville,0,0,2,1,209
17544153,1498,1786031,Private room,Asheville,0,0,2,1,209
17647506,1498,1786031,Private room,Asheville,0,0,2,1,289
2643168,1498,13532421,Private room,Asheville,0,0,2,1,259
6817616,1498,35698851,Private room,Asheville,2,0,2,1,249
17638617,1498,1786031,Private room,Asheville,0,0,2,1,259
1275224,1498,379759,Private room,Asheville,155,5,4,2,225
8030827,1498,41655102,Private room,Asheville,24,5,2,1,200
17508576,1498,1786031,Private room,Asheville,0,0,2,1,199
912814,1498,4898847,Private room,Asheville,17,5,2,1,159
15510618,1498,4898847,Private room,Asheville,1,0,2,1,144
8453951,1498,433914,Private room,Asheville,26,5,2,1,145
19263483,1498,134882412,Private room,Asheville,0,0,2,1,170
19588532,1498,137685708,Private room,Asheville,0,0,2,1,165
723349,1498,3736218,Private room,Asheville,3,4,2,1,150
13692771,1498,47835132,Private room,Asheville,5,4.5,2,1,150
5355078,1498,4898847,Private room,Asheville,6,5,2,1,159
13044640,1498,21362898,Private room,Asheville,3,4.5,5,2,160
8206090,1498,433914,Private room,Asheville,27,5,2,1,145
12337432,1498,1786816,Private room,Asheville,20,5,3,1,149
12470763,1498,43095235,Private room,Asheville,15,5,3,1,147
6431917,1498,433914,Private room,Asheville,8,4.5,2,1,140
13203770,1498,47835132,Private room,Asheville,11,5,2,1,135
15444450,1498,15904121,Private room,Asheville,10,5,4,2,129
15867765,1498,102070094,Private room,Asheville,71,5,2,1,135
80331,1498,433914,Private room,Asheville,57,5,2,1,125
11510567,1498,60649962,Private room,Asheville,43,5,4,2,130
10496778,1498,53452439,Private room,Asheville,19,4,2,1,105
9363548,1498,20578434,Private room,Asheville,47,5,2,1,102
6275127,1498,32613681,Private room,Asheville,34,5,2,1,100
14448789,1498,5704967,Private room,Asheville,13,5,2,1,120
10496018,1498,53452439,Private room,Asheville,26,4.5,2,1,105
3961524,1498,20115578,Private room,Asheville,86,5,4,1,105
17552287,1498,119106320,Private room,Asheville,0,0,4,1,100
16476358,1498,41653391,Private room,Asheville,36,5,2,1,106
15579134,1498,17118860,Private room,Asheville,26,5,2,1,100
18308869,1498,96305927,Private room,Asheville,1,0,2,1,85
10014090,1498,7696364,Private room,Asheville,0,0,1,1,85
18308309,1498,96305927,Private room,Asheville,2,0,2,1,85
17326028,1498,28424329,Private room,Asheville,0,0,2,1,100
13345957,1498,75624183,Private room,Asheville,17,5,3,1,85
13877850,1498,25666840,Entire home/apt,Asheville,12,5,2,1,110
3066648,1498,15605872,Entire home/apt,Asheville,106,5,2,1,105
6452410,1498,16023445,Entire home/apt,Asheville,80,5,2,1,111
19561946,1498,46001530,Entire home/apt,Asheville,5,4,2,1,100
6972023,1498,7500252,Entire home/apt,Asheville,49,4.5,2,1,108
15339276,1498,53338225,Entire home/apt,Asheville,32,5,3,1,118
16350883,1498,5885539,Entire home/apt,Asheville,69,5,2,1,119
2862546,1498,2199222,Entire home/apt,Asheville,39,5,2,1,95
11962915,1498,11931132,Entire home/apt,Asheville,6,5,3,1,80
11730986,1498,62394895,Entire home/apt,Asheville,23,4.5,3,1,92
17718592,1498,5850001,Entire home/apt,Asheville,9,5,5,3,99
3812110,1498,16100290,Entire home/apt,Asheville,23,5,5,2,80
2432326,1498,12432758,Entire home/apt,Asheville,136,5,2,0,89
18121899,1498,42518767,Entire home/apt,Asheville,13,5,4,1,99
284690,1498,1482216,Entire home/apt,Asheville,31,4.5,4,1,100
19696886,1498,137704016,Entire home/apt,Asheville,2,0,5,2,100
14472996,1498,70760275,Entire home/apt,Asheville,0,0,6,2,100
15193075,1498,13489440,Entire home/apt,Asheville,46,5,3,1,89
2943116,1498,15025836,Entire home/apt,Asheville,102,5,2,1,100
1878997,1498,6705868,Entire home/apt,Asheville,10,5,2,1,90
12810440,1498,69842230,Entire home/apt,Asheville,3,5,2,1,95
8225458,1498,43374163,Entire home/apt,Asheville,1,0,4,3,93
17036413,1498,52034787,Entire home/apt,Asheville,7,5,4,2,93
15336786,1498,7954589,Entire home/apt,Asheville,25,5,5,2,85
18915785,1498,119766721,Entire home/apt,Asheville,8,4.5,2,1,80
11738931,1498,48021061,Entire home/apt,Asheville,35,5,4,1,99
15913848,1498,99275644,Entire home/apt,Asheville,19,4.5,4,2,100
14824098,1498,18061874,Entire home/apt,Asheville,36,5,4,0,100
13734324,1498,3655003,Entire home/apt,Asheville,17,4.5,6,1,90
155305,1498,746673,Entire home/apt,Asheville,128,4.5,3,1,100
19619169,1498,137989439,Entire home/apt,Asheville,0,0,3,1,100
6290666,1498,21539203,Entire home/apt,Asheville,136,5,3,1,99
8721288,1498,45774017,Entire home/apt,Asheville,76,5,5,2,100
11925721,1498,19704488,Entire home/apt,Asheville,0,0,3,0,99
3302863,1498,7975333,Entire home/apt,Asheville,95,5,4,2,99
11259371,1498,5620417,Entire home/apt,Asheville,107,4.5,4,1,89
12400514,1498,31012477,Entire home/apt,Asheville,100,5,4,1,100
4249688,1498,5804140,Entire home/apt,Asheville,201,5,3,1,99
13897752,1498,5522792,Private room,Asheville,7,5,2,1,99
19552722,1498,120213052,Private room,Asheville,0,0,2,1,90
18389884,1498,96305927,Private room,Asheville,0,0,2,1,85
16505517,1498,24671631,Private room,Asheville,3,4.5,2,1,85
19270494,1498,99486090,Private room,Asheville,0,0,2,1,100
6576184,1498,2208876,Private room,Asheville,26,5,2,1,100
6571452,1498,2208876,Private room,Asheville,55,5,2,1,100
6303415,1498,2208876,Private room,Asheville,51,5,2,1,100
15174633,1498,96305927,Private room,Asheville,10,4,2,1,85
6148442,1498,2208876,Private room,Asheville,39,5,2,1,100
18406520,1498,96305927,Private room,Asheville,3,4.5,4,1,85
6305325,1498,2208876,Private room,Asheville,24,5,2,1,100
15355010,1498,3677108,Private room,Asheville,23,5,2,1,80
14186791,1498,793766,Private room,Asheville,33,5,2,1,85
6072952,1498,6473937,Private room,Asheville,26,5,2,1,95
16060869,1498,36518892,Private room,Asheville,40,5,2,1,89
6988335,1498,36601941,Private room,Asheville,0,0,2,1,100
18907430,1498,2285909,Private room,Asheville,11,5,3,2,99
17599648,1498,66512630,Private room,Asheville,4,5,2,1,85
16733596,1498,1884805,Private room,Asheville,45,5,2,1,92
13974448,1498,63413993,Private room,Asheville,25,5,3,1,90
638349,1498,2799158,Private room,Asheville,8,4.5,2,1,85
14979640,1498,586186,Private room,Asheville,7,5,4,2,100
15599108,1498,100533783,Private room,Asheville,14,5,2,1,100
3888565,1498,20115578,Private room,Asheville,77,5,2,1,95
6413234,1498,16207642,Private room,Asheville,38,4.5,2,1,95
17494425,1498,96812198,Private room,Asheville,1,0,6,2,90
18460004,1498,127993743,Private room,Asheville,3,5,2,1,85
15172815,1498,47287566,Private room,Asheville,6,5,4,1,90
5804994,1498,30116543,Private room,Asheville,28,5,3,1,84
14976451,1498,3677108,Private room,Asheville,11,5,2,1,85
3888845,1498,1994122,Private room,Asheville,152,5,2,1,99
4145255,1498,21504355,Private room,Asheville,65,5,5,2,98
8193368,1498,36614639,Private room,Asheville,72,5,3,1,99
1586906,1498,5601328,Private room,Asheville,116,5,2,1,85
12782770,1498,69562008,Private room,Asheville,43,5,4,1,85
9062255,1498,47271331,Private room,Asheville,106,5,2,1,95
13359588,1498,75624183,Private room,Asheville,29,5,3,1,85
6135386,1498,2208876,Private room,Asheville,60,5,2,1,100
5917298,1498,30728739,Private room,Asheville,130,4.5,5,2,95
8634354,1498,45401193,Private room,Asheville,110,5,2,1,85
16627563,1498,30073217,Private room,Asheville,21,5,2,1,80
1497710,1498,2326321,Private room,Asheville,100,5,2,1,85
18566844,1498,3868549,Private room,Asheville,11,5,2,1,85
12914462,1498,7748759,Private room,Asheville,49,5,2,1,95
495111,1498,12874214,Private room,Asheville,175,5,2,1,82
16909568,1498,112888161,Private room,Asheville,14,4.5,2,0,89
6964842,1498,36518892,Private room,Asheville,95,5,2,1,99
14773557,1498,91165219,Private room,Asheville,44,5,4,2,89
6503015,1498,1884805,Private room,Asheville,190,5,2,1,92
18776404,1498,2285909,Private room,Asheville,15,5,2,1,99
12835184,1498,8089511,Private room,Asheville,56,5,2,1,89
18018230,1498,37159729,Private room,Asheville,23,5,2,1,90
17602726,1498,93554832,Private room,Asheville,19,5,2,1,95
10684883,1498,6583971,Private room,Asheville,65,5,2,1,85
7966916,1498,14686944,Private room,Asheville,82,5,3,1,85
11947108,1498,10329649,Private room,Asheville,55,5,4,2,90
156805,1498,746673,Private room,Asheville,35,4.5,2,1,65
2793430,1498,614610,Private room,Asheville,8,4.5,2,1,79
19128809,1498,124637972,Private room,Asheville,0,0,1,0,61
3697394,1498,8716267,Private room,Asheville,23,4.5,2,1,65
12602192,1498,1452251,Private room,Asheville,13,5,2,1,80
19171673,1498,10032349,Private room,Asheville,2,0,2,1,75
11208688,1498,58373542,Private room,Asheville,11,4.5,2,1,65
180510,1498,864804,Private room,Asheville,6,4.5,2,2,75
13900600,1498,59215839,Private room,Asheville,6,5,2,1,75
17619581,1498,5967726,Private room,Asheville,3,5,2,1,70
4363562,1498,124885,Private room,Asheville,36,5,2,1,63
67870,1498,335286,Private room,Asheville,178,5,2,1,80
14671973,1498,5704967,Private room,Asheville,17,5,2,1,80
15110411,1498,10077483,Private room,Asheville,12,5,2,1,75
19137905,1498,107292420,Private room,Asheville,0,0,2,1,65
18308656,1498,96305927,Private room,Asheville,1,0,2,1,70
18308979,1498,96305927,Private room,Asheville,2,0,2,1,70
8505396,1498,44110683,Private room,Asheville,49,4.5,4,1,80
13432061,1498,65522713,Private room,Asheville,35,5,2,1,63
14715823,1498,31470010,Private room,Asheville,30,5,4,1,66
18057215,1498,36222316,Private room,Asheville,1,0,4,2,65
14737870,1498,91795856,Private room,Asheville,30,5,4,1,80
5947797,1498,30878733,Private room,Asheville,14,5,2,1,65
18309080,1498,96305927,Private room,Asheville,1,0,2,1,70
1415137,1498,7625694,Private room,Asheville,256,4.5,2,1,79
6399802,1498,7625694,Private room,Asheville,179,5,2,1,79
18117417,1498,124832793,Private room,Asheville,15,5,2,1,79
1054757,1498,5199086,Private room,Asheville,143,5,2,2,65
18545469,1498,111139610,Private room,Asheville,0,0,6,1,65
4191204,1498,21702976,Private room,Asheville,264,5,2,1,65
12615474,1498,43046775,Private room,Asheville,29,5,2,1,67
1827412,1498,7625694,Private room,Asheville,244,4.5,2,1,79
1076053,1498,2726966,Private room,Asheville,98,5,2,1,63
19912932,1498,141036151,Private room,Asheville,0,0,2,1,65
7045303,1498,6676667,Private room,Asheville,41,5,2,1,79
1441145,1498,5761783,Private room,Asheville,160,5,2,1,78
2213748,1498,1994122,Private room,Asheville,161,5,2,1,69
16528135,1498,108706232,Private room,Asheville,1,0,2,1,70
213006,1498,1098412,Private room,Asheville,84,5,3,2,63
18525895,1498,10111189,Private room,Asheville,3,5,2,1,75
19733975,1498,19692327,Private room,Asheville,0,0,2,1,70
4183263,1498,21702976,Private room,Asheville,196,5,2,1,65
16267550,1498,106302016,Private room,Asheville,36,4.5,4,1,65
12809255,1498,69829206,Private room,Asheville,2,0,2,1,65
1127777,1498,6187751,Private room,Asheville,147,5,2,1,61
13236835,1498,64318627,Private room,Asheville,18,5,2,1,65
10366140,1498,10216494,Private room,Asheville,58,5,2,1,75
8051829,1498,42522378,Private room,Asheville,55,4.5,2,1,70
12122743,1498,11931132,Private room,Asheville,0,0,2,1,44
13216889,1498,8552617,Private room,Asheville,20,5,1,1,48
5598622,1498,29027252,Private room,Asheville,169,5,2,1,54
11452465,1498,59792344,Private room,Asheville,13,5,4,1,52
12430937,1498,30768451,Private room,Asheville,62,5,2,1,60
14555658,1498,29536562,Private room,Asheville,5,5,3,1,58
257865,1498,1356526,Private room,Asheville,48,4.5,2,1,60
18264441,1498,67787434,Private room,Asheville,0,0,2,1,45
18714256,1498,42420296,Private room,Asheville,5,5,2,1,40
11078421,1498,1356526,Private room,Asheville,26,4.5,2,1,60
9382487,1498,21039179,Private room,Asheville,115,5,2,1,46
13251709,1498,73994689,Private room,Asheville,79,5,2,1,55
11739534,1498,62453469,Private room,Asheville,0,0,2,1,40
12600850,1498,487495,Private room,Asheville,132,5,3,1,49
2142139,1498,5564999,Private room,Asheville,43,5,2,1,55
19518570,1498,16708334,Private room,Asheville,0,0,2,0,60
563189,1498,1353021,Private room,Asheville,142,4.5,2,1,50
8085716,1498,37087591,Private room,Asheville,64,4.5,2,1,51
16984015,1498,1522870,Private room,Asheville,26,5,2,1,44
15083470,1498,73734820,Private room,Asheville,52,5,3,1,57
4464909,1498,1834623,Private room,Asheville,129,5,2,1,44
2192480,1498,6705868,Private room,Asheville,13,5,1,1,55
14577879,1498,5489001,Private room,Asheville,14,5,2,1,50
1325364,1498,7193579,Private room,Asheville,198,5,2,1,60
19761806,1498,28942198,Private room,Asheville,0,0,2,1,47
18626802,1498,112169585,Private room,Asheville,2,0,2,0,55
9009030,1498,47043737,Private room,Asheville,9,5,2,1,44
14491387,1498,89441214,Private room,Asheville,59,5,2,1,55
14357819,1498,88021341,Private room,Asheville,31,4.5,4,1,55
19843441,1498,5064885,Private room,Asheville,0,0,1,1,58
674894,1498,614610,Private room,Asheville,104,4.5,2,1,45
13209065,1498,74038380,Private room,Asheville,31,5,2,1,58
16384751,1498,106333993,Private room,Asheville,15,5,2,1,50
15817222,1498,57405998,Private room,Asheville,26,5,2,1,45
15437202,1498,98990072,Private room,Asheville,20,5,2,1,50
14738243,1498,65772530,Private room,Asheville,37,5,2,1,48
17476061,1498,113604576,Private room,Asheville,12,5,4,2,54
16228218,1498,106048558,Private room,Asheville,28,4.5,2,1,52
8030058,1498,33652614,Private room,Asheville,25,5,2,1,55
2064636,1498,10563672,Private room,Asheville,95,5,2,1,55
6813265,1498,31436003,Private room,Asheville,63,4.5,2,1,58
6600986,1498,9462156,Private room,Asheville,57,5,2,1,49
14295265,1498,15474239,Private room,Asheville,24,5,2,1,55
3781780,1498,19403133,Private room,Asheville,82,5,2,1,45
13617638,1498,78848973,Private room,Asheville,64,5,2,1,59
16997036,1498,43374163,Private room,Asheville,23,4.5,2,0,44
5873862,1498,30501147,Private room,Asheville,143,5,2,1,45
10700627,1498,47803024,Private room,Asheville,58,4.5,2,1,57
8782463,1498,11246730,Private room,Asheville,114,4.5,4,1,44
3089882,1498,5581771,Private room,Asheville,163,5,2,1,55
10635789,1498,21702831,Private room,Asheville,71,5,4,1,45
7001662,1498,19159885,Private room,Asheville,237,5,4,1,45
6880952,1498,30160587,Private room,Asheville,163,5,2,1,45
14450544,1498,409920,Private room,Asheville,25,5,2,1,47
5537769,1498,28402689,Private room,Asheville,203,5,2,1,50
12281167,1498,3562687,Private room,Asheville,19,5,2,1,46
7895827,1498,29185580,Private room,Asheville,106,5,2,1,60
16859151,1498,23032871,Private room,Asheville,37,5,2,1,40
3521019,1498,5046816,Private room,Asheville,64,5,4,1,54
6145162,1498,7625694,Private room,Asheville,108,5,1,1,49
12599311,1498,487495,Private room,Asheville,160,5,2,1,49
10221570,1498,27120946,Private room,Asheville,95,5,1,1,55
15230720,1498,96812198,Private room,Asheville,63,5,3,1,58
15703274,1498,7019302,Private room,Asheville,64,5,2,1,42
13209712,1498,73994689,Private room,Asheville,73,5,2,1,55
14632829,1498,31436003,Private room,Asheville,12,5,2,1,58
15677037,1498,21039179,Private room,Asheville,64,5,2,1,46
695196,1498,3552264,Private room,Asheville,602,4.5,2,1,57
13725727,1498,10299027,Private room,Asheville,5,5,2,1,45
15884208,1498,68810469,Private room,Asheville,12,5,2,1,60
19711006,1498,138900228,Private room,Asheville,0,0,2,1,42
17891904,1498,56642643,Private room,Asheville,15,5,2,1,58
16742264,1498,57405998,Private room,Asheville,13,5,2,1,50
4917118,1498,27482683,Private room,Asheville,125,5,2,1,80
2847157,1498,12866312,Private room,Asheville,172,5,2,1,79
12290379,1498,21702831,Private room,Asheville,78,5,6,1,67
6698737,1498,29622653,Private room,Asheville,140,5,2,1,68
14731928,1498,1994122,Private room,Asheville,42,5,2,1,69
15859281,1498,12987820,Private room,Asheville,53,5,2,1,75
17116810,1498,114884102,Private room,Asheville,26,5,2,1,68
8576671,1498,124020502,Private room,Asheville,78,5,5,1,75
18122227,1498,124879173,Private room,Asheville,6,5,2,1,65
15268297,1498,43046775,Private room,Asheville,24,5,2,1,77
19809125,1498,49572070,Private room,Asheville,0,0,4,1,65
17773135,1498,90363024,Private room,Asheville,32,5,2,1,62
11440752,1498,59243961,Private room,Asheville,64,5,2,1,65
18502022,1498,58634762,Private room,Asheville,0,0,2,0,64
19227583,1498,52404494,Private room,Asheville,3,5,2,1,70
13556933,1498,78069256,Private room,Asheville,62,5,2,1,65
12251952,1498,7827938,Private room,Asheville,59,5,2,1,77
1702227,1498,5199086,Private room,Asheville,175,5,2,1,65
14652591,1498,46663867,Private room,Asheville,35,5,2,1,70
18670372,1498,571313,Private room,Asheville,12,5,2,1,60
18374305,1498,8363482,Private room,Asheville,12,5,2,1,79
18017043,1498,37159729,Private room,Asheville,24,5,2,1,75
2296152,1498,7535860,Private room,Asheville,430,5,2,1,73
14547745,1498,3875569,Private room,Asheville,45,5,2,1,80
7367841,1498,38605852,Private room,Asheville,158,5,2,1,65
18510280,1498,87397,Private room,Asheville,21,5,2,1,65
942934,1498,5100332,Private room,Asheville,294,5,2,1,62
16810083,1498,84799065,Private room,Asheville,84,5,2,1,70
9826677,1498,1330459,Private room,Asheville,69,5,2,1,75
18395523,1498,44038705,Private room,Asheville,21,5,2,1,69
6818139,1498,7625694,Private room,Asheville,192,5,2,1,79
15664695,1498,101143740,Private room,Asheville,48,5,4,1,65
10632884,1498,54888484,Private room,Asheville,97,5,2,1,68
2254521,1498,546222,Private room,Asheville,28,4.5,2,1,57
13924283,1498,10238283,Private room,Asheville,28,5,2,1,60
4304358,1498,637074,Private room,Asheville,18,4.5,2,1,60
4285157,1498,637074,Private room,Asheville,17,5,2,1,60
19695841,1498,138751004,Private room,Asheville,0,0,3,1,50
19221520,1498,134537627,Private room,Asheville,2,0,2,1,45
8454897,1498,21007490,Private room,Asheville,36,5,1,1,45
12425483,1498,8631226,Private room,Asheville,20,4.5,2,1,44
9807236,1498,15952144,Private room,Asheville,0,0,1,1,28
16794735,1498,110056403,Private room,Asheville,26,5,3,1,40
18432514,1498,1570381,Private room,Asheville,4,5,2,1,33
13429651,1498,19159885,Private room,Asheville,160,5,2,1,40
17975156,1498,36222316,Private room,Asheville,47,5,2,1,35
17560770,1498,4952065,Private room,Asheville,5,4,2,1,20
13333648,1498,75479549,Private room,Asheville,0,0,3,1,30
8656299,1498,1834585,Private room,Asheville,93,5,2,1,34
12190423,1498,65522713,Private room,Asheville,28,4.5,2,1,40
18753699,1498,8631226,Private room,Asheville,1,0,2,1,40
16186167,1498,48579050,Private room,Asheville,7,4.5,2,1,36
1970542,1498,10175050,Private room,Asheville,10,5,2,1,40
18177513,1498,54399704,Private room,Asheville,1,0,4,1,39
17795951,1498,5999630,Private room,Asheville,4,5,2,1,40
1577750,1498,8386107,Private room,Asheville,124,5,2,1,32
15297764,1498,36222316,Private room,Asheville,30,5,2,1,40
9884274,1498,7981022,Private room,Asheville,75,5,1,1,38
14357005,1498,61661019,Private room,Asheville,89,5,3,1,35
15757654,1498,101872826,Private room,Asheville,17,5,1,1,35
